index,text,company,positive,negative,notr
9238,Sayın @YurticiKargo dağıtım arabasında dolaşan teslimat için neden şubeden alabilirsiniz diye mesaj atıyorsunuz? Rica etsek ücretini ödediğimiz kargoyu adrese getirmenizi istemek hayal mi olur? #yurticikargosikayet @YurticiDestek,YurticiKargo|YurticiDestek,,şubeden alabilirsiniz diye mesaj atıyorsunuz|hayal mi olur,
9239,kapı gibi 20 gb internetim var her yere giriyorum nedense saatlerdir bi uygulamada internet yok şimdi de yollanmayan şifreyi girin diyosunuz bi iki kelam açıklama bari yapın!!! @ziraatbankasi @ZiraatDestek #ziraatbankasi#ZiraatMobil,ziraatbankasi|ZiraatDestek,,yollanmayan şifreyi girin diyosunuz|açıklama bari yapın,
9240,Söylendiği gibi uzun süreli çok sıcak tutmuyor,,,uzun süreli çok sıcak tutmuyor,
9241,@yaniyaziya @DominosDestek @meralkoksalan 😂😂😂,DominosDestek|yaniyaziya|meralkoksalan,😂😂😂😂,,
9242,@bayburtlumessi @eveavee @KYK_DESTEK @GSBgenclik @GSB_KYGM kyk da serpme kahvaltı bekleyenler var sanirim,KYK_DESTEK|GSBgenclik|eveavee|GSB_KYGM|bayburtlumessi,,kyk da serpme kahvaltı bekleyenler var sanirim,
9243,Ya ben namaz kılacaktım. Pilot uçağı kıbleye döndürmedi. Namazın vakti geçti. @THY_Teknik @tssdestek @hulusiakarmedya @RTErdogan,THY_Teknik|RTErdogan|tssdestek|hulusiakarmedya,,Namazın vakti geçti,
9244,@aysekyavuz @IsBankasiDestek,IsBankasiDestek|aysekyavuz,,,
9245,@toroslardestek Sıcaktan herkes çıldırmak üzere ve Sabah 10'dan beri elektrik kesik 6'da verip gecenin yarısı yeniden kesmeniz harika. Dolapta ne eşya kaldı ne de bizde sabır ve sinir. Çağrımerkezinize saatlerce ulaşamamakta cabası. Dalga mı geçiyorsunuz??,toroslardestek,,Sıcaktan herkes çıldırmak üzere|elektrik kesik|Dolapta ne eşya kaldı ne de bizde sabır ve sinir|Çağrımerkezinize saatlerce ulaşamamakta cabası|Dalga mı geçiyorsunuz,
9246,Gerçekten artık merak ettiğim için soruyorum. Zamanında kalkış yapan uçağınız var mı? @AJET_TR @AJ_Destek @UABakanligi @tc_cimer saat 12:10 Trabzon havaalanına gelişte 13:00 yapıldı şimdi 13:40. Bunu çözemeyecekseniz havaalanı konforunu artırın.,AJET_TR|tc_cimer|AJ_Destek|UABakanligi,,Zamanında kalkış yapan uçağınız var mı?|Bunu çözemeyecekseniz havaalanı konforunu artırın,
9247,Göknet ten İnternet çektirmiştim. 2 ay kullandım faturasını ödedim sonrasında Arıza oluştu ekipler gelip çözmedi arızayı da. Kullanmadığım halde sürekli internet Faturası geldi. İnternet Arızasını gelip yapmadılar da. 3500 küsur ücret çıkardılar. Benim bunu ödeyecek durumum yok. Şikayetçiyim.,Göknet,,Kullanmadığım halde sürekli internet Faturası geldi|İnternet Arızasını gelip yapmadılar|Arıza oluştu ekipler gelip çözmedi arızayı da,
9248,Trendyol GO uygulamasından arden fc dürüm sipariş ettim. Adreslerinden yanlışlıkla ailemin bulunduğu adresi seçtim. Kurye ailemin adresine gitmiş ailemin hemen karşısındaki oturduğum adres babam tarafından tarif edilmesine rağmen kurye teslimatı getirmemiş aileme de teslim etmemiş sistemde kayıtlı eski telefonumu arayarak ulaşamadığını beyan etmiş ve siparişi iptal etmiş. O sırada canlı desteğe bağlanıp henüz sokakta olan kuryeye güncel adresimi bildirmek istesem de canlı destek personeli siparişi iptal edildiğini bana ifade etti. Yani bir anlık yanlış adresimi seçtiğim için 145 lira kuryeye hediye etmiş oldum. Kurye de sağ olsun bayağı açıkları kovalamış. Bir daha bu markayı kullanmak bir yana hesabımı da siliyorum. Benzer uygulamalarda kuryeye direkt ulaşım varken burada kuryenin insafına bırakılmış durumdayız tam bir acemilik.,Trendyol GO,,kuryenin insafına bırakılmış durumdayız|tam bir acemilik|adreslerinden yanlışlıkla ailemin bulunduğu adresi seçtim|siparişi iptal etmiş|adres babam tarafından tarif edilmesine rağmen kurye teslimatı getirmemiş aileme de teslim etmemiş sistemde kayıtlı eski telefonumu arayarak ulaşamadığını beyan etmiş|Bir daha bu markayı kullanmak bir yana hesabımı da siliyorum,
9249,Ben dökülme değil de kepek için aldım. Kepek için olanı bende daha çok kepeğe neden olmuştu. Yaklaşık 1 ay oldu çok memnunun kepeği olanlar deneyebilir.,,,çok memnunun|Kepek için olanı bende daha çok kepeğe neden olmuştu,
9250,Mubi üyeliğim iptal etmeme rağmen bilgilendirme yapılmadan yenilenmiş ve 129 TL kesilmiş 20 TL 3 aylığına üye olmuştum kullanışlı değil diye iptal etmiştim 129 TL kesmek nedir 1 aylığına. Lütfen iade yapılsın ve üyeliğe beni kapatsınlar. Ben iptal olmuştur diye bakmamıştım 2 buçuk ay sonra kesinti yapıyorlar,Mubi,,bilgilendirme yapılmadan yenilenmiş|iptal etmeme rağmen|129 TL kesilmiş|kullanışlı değil diye iptal etmiştim|129 TL kesmek nedir,
9251,Ben 05528**3305 interneti nakil istemiştim fakat port yok dediler ama geleceğiz bir ay oldu. Kimse aramadı ve kimse gelmedi ne iptal edebiliyorum ne de yenisini alabiliyorum neden lütfen bir cevap alabilir miyim çünkü bayağı oldu ve.,,,port yok dediler ama geleceğiz bir ay oldu,
9252,Komple küçükçekmece yeşilova mahallesinin 2 haftadır sokak lambaları yanmıyor? Her gün karanlıkta yürümeye çalışıyoruz. Gereğini yapar mısınız? @Kucukcekmecemiz @BEDASDestek,BEDASDestek|Kucukcekmecemiz,,sokak lambaları yanmıyor,
9253,Güzel diş macunu. Piyasa bulunan dandik dundik diş macunlarından daha temiz yapıyor. Dişlerinize iyi bakmak için bu fiyatı vermek zorundasınız maalesef. Ama pişman etmez.,,Güzel diş macunu|Ama pişman etmez,dandik dundik diş macunlarından daha temiz yapıyor,
9254,#hamasisrailsavaş @IsraelinTurkey @JisrailB @Filistindostu_ @TC_Disisleri @ABBaskanligi @disisleridestek @MFA_istanbul @FilistinAjansi1 @SAFARI_REZA2460 @DevletiIsrail @AmerikaGozlem @ABBaskanligi,FilistinAjansi1|AmerikaGozlem|ABBaskanligi|DevletiIsrail|SAFARI_REZA2460|MFA_istanbul|disisleridestek|TC_Disisleri|Filistindostu_|JisrailB|IsraelinTurkey,,,
9255,@AllianzDestek 4506344228014506344228014506 yanı test,AllianzDestek,,,
9256,@ZKdestek Bilgilendirme için teşekkürler. En kısa sürede bilgi almaya gideceğim inş.,ZKdestek,Bilgilendirme için teşekkürler,,
9257,3 aydır Göknet'ten internet hizmeti alamıyorum. Ufacık bir arızayı düzeltmediler oyalayıp duruyorlar genel arıza olmadığını ispatlayabilecek olmamıza rağmen sırf ücreti alabilmek için genel arıza kaydı olarak açıyorlar mağduruz ilgili bütün mercilere şikayette bulunduk hakkımızı sonuna kadar arayacağız.,Göknet,,sırf ücreti alabilmek için genel arıza kaydı olarak açıyorlar|3 aydır internet hizmeti alamıyorum|Ufacık bir arızayı düzeltmediler oyalayıp duruyorlar,
9258,Memlekette ulaşılması en güç yer sanırım @KoctasDestek @KoctasDestek montaj için randevu oluşturmak imkansız nerdeyse,KoctasDestek,,montaj için randevu oluşturmak imkansız nerdeyse,
9259,Hadi bn anons duymadım. 10 numaralı hamile bayan ve Salıpazarı'nda inecek olan bir bey de mi duymadı? #metroturizm @metrodestek @MetroTurizm,metroturizm|MetroTurizm|metrodestek,,anons duymadım,
9260,@ArcelikDestek Ürün için arçelik hesabına para gönderdim.Yeni ürünü teslim ettiler ama sebil çalışmıyor.Servis ayın 20 gelecekmiş. Ne olacağı belli değil bir kez daha Arçelikin hiç ürününü almamaya yemin ettim.Biraz ciddiyetlütfen.,arçelik|ArcelikDestek,,sebil çalışmıyor|ciddiyetlütfen,
9261,Turkcell Superonline kullanmaktayım. Mahallemizin fiber altyapısına geçtiği gerekçesiyle internetimizi kestiler ve bir aydır gelip yapmıyorlar. Gelenler de adresi yanlış bildirmişsiniz diye gidiyorlar. Defalarca aramama rağmen hiçbir sonuç alamadım maalesef. Her seferinde yapılacak deniyor. Acil diye yeterli birimlere iletiyoruz deniyor ancak eve gelip internetimizi yapan yok.,Turkcell Superonline,,internetimizi kestiler|adresi yanlış bildirmişsiniz diye gidiyorlar|hiçbir sonuç alamadım,
9262,08504840132 numarası aradı. TurkNet'e bağlı bir altyapı ile çalıştıklarını ve indirimli fiyattan yararlanacağımı belirttiler. TurkNet arayüzünü kullanarak internet devre numaramı istediler. Ttsmart adında bir sistem gereksinimi olarak kimlik bilgilerimi göndermemi istediler. Sakıncalı olduklarının farkına varınca bilgilerimi kaydetmeden kapattım. Telefonlarına dikkatli olalım. Üzerime herhangi bir suç unsuru oluşmaması adına şikayetimi yazmak istiyorum.,TurkNet|Ttsmart,,kimlik bilgilerimi göndermemi istediler,
9263,Merhaba bir konuda bilgi almak istiyorum. 15 Temmuz'da aldığım mutfak masasının koltuğunun biri eksik geldi. Eylül ayının başındaArıza kaydı oluşturuldu. Şu ana kadar herhangi bir cevap gelmedi.Bu konuda yardımcı olabilir misiniz?@EvkurDestek,EvkurDestek,,koltuğunun biri eksik geldi,
9264,Merhabalar Vodafone internet ile başım dertte günde en az 5 kere arıyorlar. Aradıkları kişinin ben olmadığımı belirtmeme rağmen her seferinde not alıyoruz diyorlar. Aramayın lütfen rahatsız oluyorum diye belirtmeme rağmen sisteme notunu alıyoruz diyorlar 1 saat sonra yine aranıyorum. Nasıl kurtulabileceğim dava mı açmam gerekiyor acaba?,Vodafone,,Aradıkları kişinin ben olmadığımı belirtmeme rağmen her seferinde not alıyoruz diyorlar|Aramayın lütfen rahatsız oluyorum diye belirtmeme rağmen sisteme notunu alıyoruz diyorlar 1 saat sonra yine aranıyorum|günde en az 5 kere arıyorlar,
9265,Bu harika cumlelerden sizi mahrum birakmak istemiyorum. @acikveuzaktan @auzefkurumsal,acikveuzaktan|auzefkurumsal,,Bu harika cumlelerden sizi mahrum birakmak istemiyorum,
9266,Pasaportumu acilen gönderebilir misiniz? Yurtdisina cikacagim Acill .@TCNufusDestek,TCNufusDestek,,Pasaportumu acilen gönderebilir misiniz,
9267,Göknet isimli internet sağlayacağım yaklaşık üç ya da dört ay önce adresinden taşındım. Yeni adresimi beyan ettim kendileri herhangi bir şeyle ilgilenmediler. Modemimi bağlamadılar. Kullanmamış olduğum internetin benden şimdi parasını talep ediyorlar kendine konuyu bildirdim ben uzun zamandan beri internet kullanmıyorum gelip modemi bağlamadınız hiçbir sonuç alamadım telefonları suratıma kapattı.,Göknet,,Kullanmamış olduğum internetin benden şimdi parasını talep ediyorlar|telefonları suratıma kapattı,
9268,görmeengellilerin erişilebilirliğine dair bddk ka yönetlik çıkarmış görmeengelliyim mobilden hesap açmamı engelliyorsunuz mahkemelik olacağız sizinle lütfen artık netleştirin çözün problemimi @Akbank@AkbankDestek,Akbank|AkbankDestek,,görmeengellilerin erişilebilirliğine dair bddk ka yönetlik çıkarmış görmeengelliyim mobilden hesap açmamı engelliyorsunuz mahkemelik olacağız sizinle lütfen artık netleştirin çözün problemimi,
9269,Rüzgarnet'te internete çok ve uzun süreli kopukluklar kesintiler oluyor. İşyerinde çok mağdur oluyorum. Yetkililerin bir an önce çözüme kavuşturmasını istiyorum. Verdiğim para boşuna gidiyor 300 TL bağlantı ücreti de tahsil edildi.,Rüzgarnet,,çok ve uzun süreli kopukluklar kesintiler oluyor|boşuna gidiyor,
9270,Her bahçede yetişen ceviz ve Ülkemizde yetişmeyen Kaju ayni fiyat: 150 gr 22TL...@TCTarim @tarimveormanbak @tarimtv @BultenTarim,TCTarim|tarimveormanbak|tarimtv|BultenTarim,,Ülkemizde yetişmeyen Kaju ayni fiyat,
9271,#adana @toroslardestekelektrik faturalarıyla her ay cebimizi yaktığınız yetmiyor gibibir de evlerimizde bu sıcakta elektrik olmadığı için cayır cayır yakıyorsunuz,toroslardestek,,elektrik olmadığı için cayır cayır yakıyorsunuz,
9272,Uzun zamandır Vodafone kullanıcısıyım. Taahhüdümün bitmesine çok az bir zaman kaldı. Sunulan tarifeler 3katı fiyatında. Aktif olarak 257 liralık ödemekte olduğum faturanın aynısı 560lira olarak karşıma çıkıyor. Bu fiyatlar çok yüksek olduğu için Vodafone müşteri memnuniyetine önem vermesini vermediği takdirde ise farklı bir operatöre geçmek zorunda kalacağımı ve bu yüksek fiyat sorununun çözülmesini talep ediyorum.,Vodafone,,Sunulan tarifeler 3katı fiyatında|farklı bir operatöre geçmek zorunda kalacağımı|bu yüksek fiyat sorununun çözülmesini talep ediyorum,
9273,Cildimde çok hafif doğum lekeleri vardı. Yosun peeling yaptırdım kesinlikle geçer dediler ilk basta soyulmalar olunca evet geçti diyorsunuz ama sonradan yaptırdıkça çok kötü oldum yüzüm asla aynaya bakamıyorum leke olmayan yerlerde bile leke çıktı hiç yaptırmasam daha iyiydi çok pişmanım. Çalışanlar çok iyi ilgili ondan yana şikayetim yok ama sanırım bu güzellik merkezi bunu yapamıyor mahvoldu cildim. Yaptırmayın,,,çok kötü oldum|yüzüm asla aynaya bakamıyorum|leke olmayan yerlerde bile leke çıktı|hiç yaptırmasam daha iyiydi çok pişmanım|mahvoldu cildim,
9274,İstanbul Ordu seferi için Thy'den bilet aldık ama alana gelince Anadolu Jet ile uçacağımızı öğrendik. Bir şey olmaz deyip geldik ama sonucu ektedir. @TK_TR @anadolujet,TK_TR|Anadolu Jet|anadolujet,,,
9275,Canim siz hayirdir? Giderken 4 saat donerken 2 saat rotar ayrica bir eziyet. Ne bi ozur ne bi aciklama. Havasiz havasiz ucak icinde bekletmeler. Sizin yuzunuzden kacan toplantilar @TurkishAirlines @tssdestek,TurkishAirlines|tssdestek,,rotar|eziyet,
9276,1971 den bu yana çalışan buzdolabı. Ne zaman duracak merak ediyorum. Teşekkürler @arcelik @ArcelikDestek,arcelik|ArcelikDestek,1971 den bu yana çalışan buzdolabı. Ne zaman duracak merak ediyorum. Teşekkürler,,
9277,Vakıfbank Ankara şubesinde 3 banko olmasına rağmen neden 1 banko çalışıyor. Uzun uzun sıralar....Kaybolan zamanlar.... @VakifBank @VakifBankDestek,VakifBank|VakifBankDestek,,3 banko olmasına rağmen neden 1 banko çalışıyor.|Uzun uzun sıralar....Kaybolan zamanlar....,
9278,İnce Hesap'tan DDR5 RAM ve bir tane İ3 Arc 750 sistem aldım. Yan ürün olarak mağazadan gidip DDR5 RAM aldığım için RAM'i iptal etmek amacıyla kendilerine talep oluşturdum. Talebi oluştururken RAM belleği seçerek mesaj gönderdim ve kendilerine RAM belleğin sipariş numarasını belirtmeme rağmen gidip sistemi komple iade etmişler. Desteğe yazdığımda da mesajlar kayıt altındadır, herhangi yanlış bir işlem yoktur gibisinden mesajlar iletiliyor. Ya bana ürünün kendi fiyatından verin ya da ben faturayı alıp Tüketici Hakem Heyeti'ne başvuruda bulunayım. Mesajlar ektedir. Bot ekleyip işin içinden sıyrılmakla bu işler olmuyor.,İnce Hesap|Tüketici Hakem Heyeti'ne|DDR5|İ3 Arc 750,gidip sistemi komple iade etmişler|herhangi yanlış bir işlem yoktur|Bot ekleyip işin içinden sıyrılmakla bu işler olmuyor,
9279,Digiturk abonesi olmamızdaki yegane sebep seyredemediğimiz dizileri önceden kayda alıp daha sonradan izlemek amaçlıdır. Bugüne kadar bu konuda bir sıkıntı yaşamadık. Ama bugüne geldiğimizde yaklaşık iki haftadır izleyemediğimiz \,Digiturk,,seyredemediğimiz dizileri önceden kayda alıp daha sonradan izlemek amaçlıdır,
9280,Ben 19 Haziran 2024 Çarşamba günü evde paketleme acentesine başvurdum. Kimlik bilgilerimi ve ibanımı onlarla paylaştım. Buraya da kendimi güvence altına almak istediğimden yazıyorum. Bundan sonra adıma yapılacak herhangi bir şeyde ıslak imzam olmadan yapılan şeyleri asla kabul etmiyorum.,,,,
9281,Mağazamı 2 yıl önce açtım. Tescili'i yeni aldım. Mağaza ismimi tescildeki ismim ile değiştirmek istedim. Tescilimde ki isimle bir mağaza olduğundan ismimi tescili onaylanmasına rağmen değiştiremedim. Bu süreç tescil almamdan daha uzun sürdü ve hala sorun çözülemedi. Trendyol satıcı destek hattında bilgili kişiler var evet. Ama beni yanlış yönlendiren bir sürü satış temsilci var. Destek talebim hala inceleme aşamasında,Trendyol,,Tescilimde ki isimle bir mağaza olduğundan ismimi tescili onaylanmasına rağmen değiştiremedim|hala sorun çözülemedi,
9282,Hayır . Benden 900 lira istendi . @ArcelikDestek 250 hemen gönderdim . Geri kalanı parça takıldıktan sonra .,ArcelikDestek,,Benden 900 lira istendi|250 hemen gönderdim|Geri kalanı parça takıldıktan sonra,
9283,#arçelik #buzdolabı alınca başımıza gelen…. Verin paramı güncel satış rakamından bir daha @arcelik önünden geçmeyeceğim. Yazık bakın insanlar eski dolap bozulmasın diye yeni dolap alıyor sanki 20yıllık dolap. Aynı arıza devam ediyor. Kronik sorun. @ArcelikDestek @ArcelikGlobal,arcelik|ArcelikDestek|ArcelikGlobal,,Aynı arıza devam ediyor|sanki 20yıllık dolap|önünden geçmeyeceğim|Yazık bakın insanlar eski dolap bozulmasın diye yeni dolap alıyor,
9284,@TTDestek telefonla görüştüm telekom ile...teşekkürler.,TTDestek|telekom,teşekkürler,,
9285,İGDAŞ neden görüntülenmiyor? Farklı iki bankadan ödeme yapmaya çalıştım maalesef fatura çıkmadı. Neden olduğu ile ilgili açıklamada yok. Her ay düzenli yapılıyordu. Bu sadece bu ay başlayan bir uygulama mı? Yoksa İGDAŞ in kendi içinde bir sorun mu var? Veya bankalarla anlaşmanız mi bitti?,İGDAŞ,,fatura çıkmadı|görüntülenmiyor,
9286,turkcell superonline şu internetini düzelt anani skicem artık,turkcell superonline,,şu internetini düzelt anani skicem artık,
9287,S sport Plus üyeliğimiz olmasına rağmen Galatasaray eleme maçını hiçbir şekilde izleyemiyoruz. Peki o zaman biz neden para ödüyoruz\nMüşteri hizmetlerine de ulaşılamıyor. Zaten sadece belli maçları izlemek için üyeliği devam ettiriyoruz onu da izleyemiyoruz,S sport Plus,,hiçbir şekilde izleyemiyoruz|Müşteri hizmetlerine de ulaşılamıyor,
9288,@auzefkurumsal AÖ 4 yanlış 1 doğru götürmesin artık,auzefkurumsal,,4 yanlış 1 doğru götürmesin artık,
9289,#BtcTurk #btcturkdestek #BtcTurk2018 den sonra kullanmadığım ve içerisinde 15000 TL gibi kalırım olan hesabımı kapatmış bugün giriş sağlamak için siteye giriş sağlayamadım destek ekibi neden kapattığını henüz belirtmedi temennim kısa sürede acilmasi,btcturkdestek|BtcTurk,,,
9290,ürünün ağzı tam olarak kapanmıyor sanki kaynamış koyduğumuz kahveyi 4 saatte soğuttu birazda hantal çok kullanışlı değil,,,hantal|çok kullanışlı değil,
9291,Kardeşim üyeliği iptal etmek istiyoruz dedik internet sürekli kopuyo gelmiyor kullanamıyoruz diye 5 gün içinde iptal olcak dediniz internet komple gitti dün de yoktu bugün de yok iptal de olmadı başka internet bağlatamıyoz neden bu kadar saçma bi yol izleniyo @TurkNetDestek,TurkNetDestek,,internet sürekli kopuyo|saçma bi yol,
